iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AFG,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 21:31:23.063848,
AFG,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.063829,
AFG,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.064535,
AFG,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 21:31:23.064523,
AFG,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 21:31:23.064553,
AFG,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 21:31:23.064562,
AFG,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.064544,
AGO,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.065246,
AGO,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,329896.42050543317,tonnes,annual,2023-10-10 21:31:23.065228,
AGO,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,329896.42050543317,tonnes,annual,2023-10-10 21:31:23.065265,
AGO,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,329896.42050543317,tonnes,annual,2023-10-10 21:31:23.065273,
AGO,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.065255,
AGO,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.065931,
AGO,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,337428.1050883863,tonnes,annual,2023-10-10 21:31:23.065917,
AGO,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,337428.1050883863,tonnes,annual,2023-10-10 21:31:23.065949,
AGO,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,337428.1050883863,tonnes,annual,2023-10-10 21:31:23.065957,
AGO,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.06594,
AGO,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.066612,
AGO,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,373260.06518431753,tonnes,annual,2023-10-10 21:31:23.066598,
AGO,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,373260.06518431753,tonnes,annual,2023-10-10 21:31:23.06663,
AGO,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,373260.06518431753,tonnes,annual,2023-10-10 21:31:23.066638,
AGO,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.066621,
AGO,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.068039,
AGO,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,315033.8987695191,tonnes,annual,2023-10-10 21:31:23.068024,
AGO,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,315033.8987695191,tonnes,annual,2023-10-10 21:31:23.068058,
AGO,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,315033.8987695191,tonnes,annual,2023-10-10 21:31:23.068066,
AGO,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.068048,
AGO,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.06874,
AGO,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,370846.1718520617,tonnes,annual,2023-10-10 21:31:23.068726,
AGO,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,370846.1718520617,tonnes,annual,2023-10-10 21:31:23.068758,
AGO,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,370846.1718520617,tonnes,annual,2023-10-10 21:31:23.068766,
AGO,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.068749,
AGO,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.069427,
AGO,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,368781.5570292742,tonnes,annual,2023-10-10 21:31:23.069412,
AGO,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,368781.5570292742,tonnes,annual,2023-10-10 21:31:23.069445,
AGO,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,368781.5570292742,tonnes,annual,2023-10-10 21:31:23.069453,
