DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2012,102,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2013,94,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2014,97,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2015,92,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2016,104,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2017,88,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2018,93,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2019,93,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2020,94,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2021,88,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BE,2022,106,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2006,32,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2007,39,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2008,27,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2009,19,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2010,18,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2011,27,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2012,33,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2013,17,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2014,29,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2015,22,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2016,15,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2017,23,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2018,15,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2019,19,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2020,20,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2021,11,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,BG,2022,14,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2009,121,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2010,126,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2011,103,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2012,140,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2013,140,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2014,151,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2015,145,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2016,140,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2017,140,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2018,139,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2019,126,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2020,114,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2021,127,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CH,2022,105,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2007,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2008,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2009,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2010,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2011,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2012,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2013,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2014,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2015,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2016,0,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,CHUNNEL,2017,0,
